51211	-1.46723	-0.000294499	-0.956646	-354.267	-7.08E-16
51212	-2.44379	0.0213275	-1.86628	693.352	-2.64E-16
51213	-2.44379	0.0399438	-3.08661	1788.43	-4.16E-17
51214	-2.44379	0.0437764	-3.67113	2013.88	1.80E-16
51215	-2.44379	0.0342281	-3.59312	1452.21	6.25E-16
51216	-2.44379	0.0200444	-3.15247	617.871	1.80E-16
51217	-2.44379	0.00843993	-2.64808	-64.7424	-4.16E-17
51218	-2.44379	0.00281376	-2.28423	-395.693	-2.64E-16
51219	-1.46723	-0.00876602	-1.60741	-852.592	-7.08E-16
51220	-0.490663	-0.029157	-0.231774	-1827.8	-2.64E-16
51221	-0.490663	-0.0390989	0.910144	-2412.62	-4.16E-17
51222	-0.490663	-0.0303047	1.05741	-1895.31	1.80E-16
51223	-0.490663	-0.0108621	0.51251	-751.628	6.25E-16
51224	-0.490663	0.00733875	-0.228943	319.012	1.80E-16
51225	-0.490663	0.0175883	-0.81648	921.929	-4.16E-17
51226	-0.490663	0.0188583	-1.09146	996.632	-2.64E-16
51227	-2.44379	0.0376306	-2.13568	1652.35	-7.08E-16
51228	-1.46723	0.0435592	-3.17406	2225.36	-2.64E-16
51229	-1.46723	0.0296657	-2.83708	1408.1	-4.16E-17
51230	-1.46723	0.00934908	-2.05327	213.002	1.80E-16
51231	-2.44379	0.0077764	-1.91991	-103.773	6.25E-16
51232	-3.42035	0.02845	-2.98725	888.057	1.80E-16
51233	-3.42035	0.047043	-4.24677	1981.76	-4.16E-17
51234	-2.44379	0.0372224	-4.21079	1628.35	-2.64E-16
51235	-2.44379	0.0135635	-3.14983	236.647	-7.08E-16
51236	-2.44379	-0.00341645	-2.2559	-762.176	-2.64E-16
51237	-2.44379	-0.00709906	-1.83954	-978.801	-4.16E-17
51238	-1.46723	-0.0133066	-1.30286	-1119.69	1.80E-16
51239	-0.490663	-0.028519	-0.126758	-1790.27	6.25E-16
51240	-0.490663	-0.0353372	0.84729	-2191.34	1.80E-16
51241	-1.46723	-0.0139502	0.36956	-1157.54	-4.16E-17
51242	-0.490663	0.00501139	-0.539326	182.108	-2.64E-16
51243	-0.490663	0.0110908	-0.741825	539.718	-7.08E-16
51244	-0.490663	0.00975176	-0.757378	460.954	-2.64E-16
51245	-1.46723	0.0188642	-1.25982	772.715	-4.16E-17
51246	-1.46723	0.0285287	-2.07273	1341.22	1.80E-16
51247	-1.46723	0.028619	-2.38226	1346.53	6.25E-16
51248	-1.46723	0.0200796	-2.2179	844.211	1.80E-16
51249	-1.46723	0.00971273	-1.84945	234.393	-4.16E-17
51250	-1.46723	0.00239643	-1.49601	-195.977	-2.64E-16
51251	-2.44379	0.011714	-1.81667	127.847	-7.08E-16
51252	-1.46723	0.0138265	-2.12872	476.377	-2.64E-16
51253	-1.46723	0.00721447	-1.72376	87.4367	-4.16E-17
51254	-1.46723	0.00104579	-1.3598	-275.427	1.80E-16
51255	-2.44379	0.0122616	-1.7679	160.063	6.25E-16
51256	-1.46723	0.0158552	-2.16988	595.717	1.80E-16
51257	-2.44379	0.0214148	-2.34411	698.485	-4.16E-17
51258	-1.46723	0.015223	-2.33602	558.524	-2.64E-16
51259	-2.44379	0.0152267	-2.22726	334.48	-7.08E-16
51260	-1.46723	0.00812487	-2.09177	140.99	-2.64E-16
51261	-2.44379	0.0101615	-1.98623	36.5245	-4.16E-17
51262	-2.44379	0.0181281	-2.47588	505.148	1.80E-16
51263	-0.490663	-0.000208655	-1.77109	-124.953	6.25E-16
51264	-1.46723	-0.0141845	-0.607144	-1171.33	1.80E-16
51265	-1.46723	-0.0106763	-0.588995	-964.963	-4.16E-17
51266	-1.46723	0.00190648	-1.01099	-224.798	-2.64E-16
51267	-1.46723	0.012306	-1.44751	386.938	-7.08E-16
51268	-0.490663	0.00532257	-1.21271	200.413	-2.64E-16
51269	-0.490663	-0.00738482	-0.436155	-547.081	-4.16E-17
51270	-1.46723	-0.00119624	-0.519454	-407.311	1.80E-16
51271	-1.46723	0.0145811	-1.36922	520.768	6.25E-16
51272	-0.490663	0.0122809	-1.43565	609.726	1.80E-16
51273	-1.46723	0.0109651	-1.25243	308.061	-4.16E-17
51274	-2.44379	0.0265705	-2.15449	1001.76	-2.64E-16
51275	-1.46723	0.0296145	-2.7592	1405.08	-7.08E-16
51276	-1.46723	0.0171864	-2.27233	674.018	-2.64E-16
51277	-1.46723	0.00308927	-1.63871	-155.222	-4.16E-17
51278	-1.46723	-0.00362297	-1.23129	-550.06	1.80E-16
51279	-2.44379	0.0087265	-1.62752	-47.8852	6.25E-16
51280	-1.46723	0.0139576	-2.05675	484.091	1.80E-16
51281	-2.44379	0.0212296	-2.29051	687.593	-4.16E-17
51282	-1.46723	0.0162733	-2.3435	620.307	-2.64E-16
51283	-2.44379	0.0167244	-2.27283	422.577	-7.08E-16
51284	-1.46723	0.00936761	-2.14563	214.092	-2.64E-16
51285	-1.46723	-0.00114224	-1.48859	-404.135	-4.16E-17
51286	-1.46723	-0.00643271	-1.05621	-715.339	1.80E-16
51287	-1.46723	-0.00381124	-0.990647	-561.135	6.25E-16
51288	-1.46723	0.00276012	-1.15971	-174.584	1.80E-16
51289	-1.46723	0.00914331	-1.40703	200.898	-4.16E-17
51290	-1.46723	0.0130091	-1.61585	428.299	-2.64E-16
51291	-1.46723	0.0138283	-1.72451	476.488	-7.08E-16
51292	-0.490663	0.000428255	-1.19035	-87.4878	-2.64E-16
51293	-0.490663	-0.0146461	-0.224153	-974.216	-4.16E-17
51294	-0.490663	-0.0193164	0.279519	-1248.94	1.80E-16
51295	-0.490663	-0.0131965	0.265128	-888.946	6.25E-16
51296	-0.490663	-0.00289716	-0.0396854	-283.1	1.80E-16
51297	-1.46723	0.0178671	-0.947506	714.064	-4.16E-17
51298	-1.46723	0.0351068	-2.12624	1728.16	-2.64E-16
51299	-2.44379	0.04968	-3.19729	2361.14	-7.08E-16
51300	-2.44379	0.0521491	-3.97984	2506.39	-2.64E-16
51301	-1.46723	0.0285165	-3.40036	1340.49	-4.16E-17
51302	-1.46723	-0.00265208	-1.91692	-492.949	1.80E-16
51303	-1.46723	-0.0206618	-0.818249	-1552.34	6.25E-16
51304	-0.490663	-0.0326976	0.120576	-2036.07	1.80E-16
51305	-1.46723	-0.0223477	0.32456	-1651.52	-4.16E-17
51306	-1.46723	0.00168696	-0.612317	-237.711	-2.64E-16
51307	-1.46723	0.0221398	-1.59569	965.395	-7.08E-16
51308	-2.44379	0.0417849	-2.71427	1896.73	-2.64E-16
51309	-1.46723	0.0392443	-3.21038	1971.55	-4.16E-17
51310	-1.46723	0.02022	-2.53284	852.468	1.80E-16
51311	-1.46723	0.00112574	-1.69402	-270.724	6.25E-16
51312	-1.46723	-0.00813731	-1.12863	-815.609	1.80E-16
51313	-1.46723	-0.00778768	-0.918537	-795.043	-4.16E-17
51314	-1.46723	-0.00163511	-1.00388	-433.127	-2.64E-16
51315	-1.46723	0.00603238	-1.25346	17.9016	-7.08E-16
51316	-0.490663	4.62E-06	-0.984954	-112.407	-2.64E-16
51317	-1.46723	0.00187904	-0.807041	-226.412	-4.16E-17
51318	-1.46723	0.0114601	-1.35069	337.177	1.80E-16
51319	-1.46723	0.0188361	-1.80558	771.06	6.25E-16
51320	-1.46723	0.0191415	-1.96064	789.025	1.80E-16
51321	-2.44379	0.0268512	-2.4303	1018.27	-4.16E-17
51322	-2.44379	0.0342422	-3.15527	1453.04	-2.64E-16
51323	-1.46723	0.0208752	-2.85209	891.006	-7.08E-16
51324	-1.46723	-0.000736118	-1.748	-380.245	-2.64E-16
51325	-2.44379	-0.00127529	-1.4967	-636.226	-4.16E-17
51326	-1.46723	0.000222084	-1.60905	-323.88	1.80E-16
51327	-1.46723	-0.00134806	-1.27481	-416.242	6.25E-16
51328	-1.46723	-0.00107686	-1.1176	-400.289	1.80E-16
51329	-0.490663	-0.00872895	-0.674481	-626.147	-4.16E-17
51330	-0.490663	-0.0162189	0.0280456	-1066.73	-2.64E-16
51331	-1.46723	-0.0033617	-0.270033	-534.691	-7.08E-16
51332	-1.46723	0.0175507	-1.35053	695.453	-2.64E-16
51333	-1.46723	0.0294609	-2.11336	1396.05	-4.16E-17
51334	-0.490663	0.0165104	-1.80793	858.52	1.80E-16
51335	-1.46723	0.00730025	-1.2917	92.4826	6.25E-16
51336	-1.46723	0.00760144	-1.4386	110.2	1.80E-16
51337	-0.490663	-0.00159427	-1.06444	-206.46	-4.16E-17
51338	-1.46723	-0.00192513	-0.740542	-450.187	-2.64E-16
51339	-0.490663	-0.00476753	-0.660477	-393.122	-7.08E-16
51340	-0.490663	-0.00877382	-0.218818	-628.786	-2.64E-16
51341	-0.490663	-0.00893898	-0.0194579	-638.502	-4.16E-17
51342	-1.46723	0.00784623	-0.648422	124.599	1.80E-16
51343	-1.46723	0.0265675	-1.76656	1225.85	6.25E-16
51344	-1.46723	0.0333457	-2.38988	1624.57	1.80E-16
