4240	-14.0478	33.369	0.0124363
4241	-14.0524	23.8207	0.0259895
4242	-14.0588	10.4914	0.0449088
4243	-14.0588	1.11965	0.0581921
4244	-14.0618	-3.22574	0.0643638
4245	-14.0812	-10.2609	0.0744176
4246	-14.1185	-26.1402	0.0970829
4247	-14.167	-48.8094	0.129419
4248	-14.2216	-72.1865	0.162785
4249	-14.2788	-91.5387	0.190457
4250	-14.3361	-104.671	0.209313
4251	-14.3989	-113.523	0.222127
4252	-14.478	-124.754	0.238382
4253	-14.5661	-140.857	0.26158
4254	-14.643	-153.243	0.279462
4255	-14.7027	-152.549	0.278732
4256	-14.7562	-140.843	0.262368
4257	-14.8109	-127.404	0.243553
4258	-14.8577	-115.346	0.226661
4259	-14.8975	-102.921	0.20922
4260	-14.9459	-94.4765	0.197457
4261	-15.0059	-95.7082	0.199458
4262	-15.0721	-105.004	0.212916
4263	-15.1478	-118.843	0.232852
4264	-15.2422	-138.372	0.260932
4265	-15.3538	-164.568	0.298536
4266	-15.4738	-192.824	0.339095
4267	-15.5887	-214.504	0.370312
4268	-15.6894	-222.047	0.381431
4269	-15.7845	-216.917	0.374565
4270	-15.8803	-207.604	0.361771
4271	-15.9663	-196.938	0.34702
4272	-16.0357	-181.282	0.325125
4273	-16.0918	-159.802	0.294919
4274	-16.137	-135.557	0.260747
4275	-16.1806	-113.82	0.230124
4276	-16.2291	-100.206	0.211034
4277	-16.2794	-95.2257	0.204189
4278	-16.3294	-95.0516	0.204155
4279	-16.3778	-95.9737	0.205668
4280	-16.4236	-95.7433	0.205536
4281	-16.4662	-93.5099	0.202552
4282	-16.5053	-89.326	0.196788
4283	-16.5482	-85.7759	0.191939
4284	-16.6067	-89.1266	0.196937
4285	-16.6815	-103.121	0.21709
4286	-16.7652	-123.914	0.246917
4287	-16.8525	-144.544	0.276527
4288	-16.9395	-160.087	0.298927
4289	-17.0238	-168.538	0.311264
4290	-17.1036	-170.059	0.31376
4291	-17.178	-165.94	0.308237
4292	-17.2392	-155.695	0.293976
4293	-17.2822	-137.247	0.268012
4294	-17.3187	-114.252	0.235576
4295	-17.3569	-95.0385	0.208506
4296	-17.3951	-83.1804	0.191861
4297	-17.4321	-76.9026	0.183121
4298	-17.4673	-73.4291	0.178347
4299	-17.5073	-72.7695	0.177582
4300	-17.564	-79.5037	0.187368
4301	-17.6375	-96.5174	0.211795
4302	-17.7205	-119.67	0.244963
4303	-17.8001	-139.891	0.273963
4304	-17.8751	-150.909	0.289897
4305	-17.9518	-154.793	0.295729
4306	-18.0201	-153.247	0.293827
4307	-18.0807	-145.637	0.2833
4308	-18.1414	-135.975	0.269863
4309	-18.2003	-127.948	0.258735
4310	-18.2561	-121.416	0.249715
4311	-18.3083	-115.326	0.241305
4312	-18.3491	-106.753	0.229329
4313	-18.3736	-91.7939	0.20823
4314	-18.3934	-72.964	0.181626
4315	-18.4167	-57.9807	0.160488
4316	-18.4417	-50.1418	0.149484
4317	-18.467	-47.5737	0.145952
4318	-18.4919	-47.4835	0.14593
4319	-18.5157	-47.7841	0.146457
4320	-18.538	-47.3822	0.145982
4321	-18.5586	-45.9465	0.144035
4322	-18.5847	-45.6878	0.143779
4323	-18.621	-50.4637	0.150703
4324	-18.656	-58.1113	0.161691
4325	-18.6817	-61.412	0.166478
4326	-18.7076	-59.6546	0.164097
4327	-18.74	-58.673	0.162844
4328	-18.7687	-59.0634	0.16352
4329	-18.7868	-55.6071	0.158698
4330	-18.797	-46.4789	0.145803
4331	-18.8015	-34.17	0.128376
4332	-18.802	-21.5519	0.110494
4333	-18.7997	-10.5222	0.094851
4334	-18.8028	-4.0026	0.0856237
4335	-18.8167	-5.62806	0.0879869
4336	-18.8305	-12.5993	0.0979261
4337	-18.8364	-16.9849	0.104167
4338	-18.8368	-15.3413	0.101839
4339	-18.8406	-11.5515	0.0964841
4340	-18.8612	-14.023	0.100075
4341	-18.8926	-25.8988	0.11704
4342	-18.916	-38.2847	0.134695
4343	-18.9259	-40.9873	0.138568
4344	-18.9264	-32.983	0.127225
4345	-18.9276	-21.1701	0.110487
4346	-18.9437	-16.0857	0.103349
4347	-18.9768	-24.0344	0.114756
4348	-19.0205	-42.0753	0.140512
4349	-19.0703	-63.0751	0.170488
4350	-19.1226	-81.4413	0.196742
4351	-19.1751	-94.3885	0.215316
4352	-19.2262	-101.387	0.225452
4353	-19.282	-105.306	0.231243
4354	-19.3393	-108.874	0.236544
4355	-19.3814	-107.318	0.234518
4356	-19.4047	-94.5794	0.216562
4357	-19.4215	-74.4392	0.188088
4358	-19.4552	-60.7252	0.168794
4359	-19.5066	-63.2294	0.172562
4360	-19.5542	-74.4704	0.188696
4361	-19.5904	-80.9288	0.198004
4362	-19.6177	-78.0263	0.194007
4363	-19.6382	-68.2513	0.180239
4364	-19.6533	-55.4617	0.162176
4365	-19.6643	-42.6345	0.144042
4366	-19.6722	-31.4137	0.128172
4367	-19.6776	-22.3819	0.115394
4368	-19.6812	-15.4882	0.105638
4369	-19.6908	-12.5078	0.101454
4370	-19.7185	-18.7334	0.110396
4371	-19.7652	-37.0411	0.136543
4372	-19.8235	-62.922	0.173473
4373	-19.8878	-88.9487	0.210636
4374	-19.9473	-107.786	0.237587
4375	-19.9942	-113.659	0.246111
4376	-20.0457	-111.184	0.242823
4377	-20.1133	-112.637	0.245169
4378	-20.1825	-120.151	0.256114
