21357	-0.847143
21358	-0.847143
21359	-0.847143
21360	-0.836593
21361	-0.836593
21362	-0.836593
21363	-0.82572
21364	-0.82572
21365	-0.814528
21366	-0.814528
21367	-0.814528
21368	-0.80302
21369	-0.80302
21370	-0.80302
21371	-0.791201
21372	-0.791201
21373	-0.791201
21374	-0.779075
21375	-0.779075
21376	-0.779075
21377	-0.766646
21378	-0.766646
21379	-0.766646
21380	-0.753919
21381	-0.753919
21382	-0.753919
21383	-0.740898
21384	-0.740898
21385	-0.727589
21386	-0.727589
21387	-0.727589
21388	-0.713995
21389	-0.713995
21390	-0.713995
21391	-0.700122
21392	-0.700122
21393	-0.700122
21394	-0.685975
21395	-0.685975
21396	-0.685975
21397	-0.671559
21398	-0.671559
21399	-0.671559
21400	-0.65688
21401	-0.65688
21402	-0.65688
21403	-0.641942
21404	-0.641942
21405	-0.626752
21406	-0.626752
21407	-0.626752
21408	-0.611315
21409	-0.611315
21410	-0.611315
21411	-0.595636
21412	-0.595636
21413	-0.595636
21414	-0.579722
21415	-0.579722
21416	-0.579722
21417	-0.563579
21418	-0.563579
21419	-0.563579
21420	-0.547212
21421	-0.547212
21422	-0.547212
21423	-0.530628
21424	-0.530628
21425	-0.513833
21426	-0.513833
21427	-0.513833
21428	-0.496833
21429	-0.496833
21430	-0.496833
21431	-0.479635
21432	-0.479635
21433	-0.479635
21434	-0.462245
21435	-0.462245
21436	-0.462245
21437	-0.44467
21438	-0.44467
21439	-0.44467
21440	-0.426916
21441	-0.426916
21442	-0.426916
21443	-0.40899
21444	-0.40899
21445	-0.390899
21446	-0.390899
21447	-0.390899
21448	-0.372651
21449	-0.372651
21450	-0.372651
21451	-0.354251
21452	-0.354251
21453	-0.354251
21454	-0.335706
21455	-0.335706
21456	-0.335706
21457	-0.317025
21458	-0.317025
21459	-0.317025
21460	-0.298214
21461	-0.298214
21462	-0.298214
21463	-0.279281
21464	-0.279281
21465	-0.260232
21466	-0.260232
21467	-0.260232
21468	-0.241075
21469	-0.241075
21470	-0.241075
21471	-0.221818
21472	-0.221818
21473	-0.221818
21474	-0.202467
21475	-0.202467
21476	-0.202467
21477	-0.183031
21478	-0.183031
21479	-0.183031
21480	-0.163517
21481	-0.163517
21482	-0.163517
21483	-0.143933
21484	-0.143933
21485	-0.124286
21486	-0.124286
21487	-0.124286
21488	-0.104584
21489	-0.104584
21490	-0.104584
21491	-0.084834
21492	-0.084834
21493	-0.084834
21494	-0.0650447
21495	-0.0650447
21496	-0.0650447
21497	-0.0452235
21498	-0.0452235
21499	-0.0452235
21500	-0.0253782
21501	-0.0253782
21502	-0.0253782
21503	-0.00551661
21504	-0.00551661
21505	0.0143534
21506	0.0143534
21507	0.0143534
21508	0.0342241
21509	0.0342241
21510	0.0342241
21511	0.0540875
21512	0.0540875
21513	0.0540875
21514	0.0739358
21515	0.0739358
21516	0.0739358
21517	0.0937611
21518	0.0937611
21519	0.0937611
21520	0.113556
21521	0.113556
21522	0.113556
21523	0.133311
21524	0.133311
21525	0.15302
21526	0.15302
21527	0.15302
21528	0.172675
21529	0.172675
21530	0.172675
21531	0.192267
21532	0.192267
21533	0.192267
21534	0.211789
21535	0.211789
21536	0.211789
21537	0.231233
21538	0.231233
21539	0.231233
21540	0.250591
21541	0.250591
21542	0.250591
21543	0.269856
21544	0.269856
21545	0.289019
21546	0.289019
21547	0.289019
21548	0.308073
21549	0.308073
21550	0.308073
21551	0.32701
21552	0.32701
21553	0.32701
21554	0.345822
21555	0.345822
21556	0.345822
21557	0.364503
21558	0.364503
21559	0.364503
21560	0.383043
21561	0.383043
21562	0.401437
21563	0.401437
21564	0.401437
21565	0.419675
21566	0.419675
21567	0.419675
21568	0.437751
21569	0.437751
21570	0.437751
21571	0.455658
21572	0.455658
21573	0.455658
21574	0.473388
21575	0.473388
21576	0.473388
21577	0.490933
21578	0.490933
21579	0.490933
21580	0.508287
21581	0.508287
21582	0.508287
21583	0.525442
21584	0.525442
21585	0.542391
21586	0.542391
21587	0.542391
21588	0.559128
21589	0.559128
21590	0.559128
21591	0.575645
21592	0.575645
21593	0.575645
21594	0.591936
21595	0.591936
21596	0.591936
21597	0.607993
21598	0.607993
21599	0.607993
21600	0.62381
21601	0.62381
21602	0.63938
21603	0.63938
21604	0.63938
21605	0.654698
21606	0.654698
21607	0.654698
21608	0.669755
21609	0.669755
21610	0.669755
21611	0.684547
21612	0.684547
21613	0.684547
21614	0.699067
21615	0.699067
21616	0.699067
21617	0.713308
21618	0.713308
21619	0.713308
21620	0.727265
21621	0.727265
21622	0.727265
21623	0.740932
21624	0.740932
21625	0.754303
21626	0.754303
21627	0.754303
21628	0.767372
21629	0.767372
21630	0.767372
21631	0.780134
21632	0.780134
21633	0.780134
21634	0.792583
21635	0.792583
21636	0.792583
21637	0.804713
21638	0.804713
21639	0.804713
21640	0.816521
21641	0.816521
21642	0.827999
21643	0.827999
21644	0.827999
21645	0.839145
21646	0.839145
21647	0.839145
21648	0.849952
21649	0.849952
21650	0.849952
21651	0.860416
21652	0.860416
